iter	RMSE
523	2277.801813
524	2276.183378
525	2272.566143
526	2270.489961
527	2270.400362
528	2270.303549
529	2268.738
530	2266.064984
531	2263.373793
532	2260.56597
533	2258.372676
534	2256.251188
535	2254.052267
536	2252.561462
537	2250.328249
538	2249.644366
539	2248.557798
540	2247.132238
541	2244.820082
542	2243.127059
543	2242.992248
544	2241.401985
545	2239.870016
546	2238.179864
547	2237.03316
548	2233.308327
549	2230.861326
550	2228.176967
551	2226.067726
552	2224.626901
553	2221.078706
554	2219.17715
555	2216.727883
556	2215.631731
557	2214.304205
558	2212.1026
559	2211.232543
560	2209.964766
561	2208.09727
562	2206.375116
563	2204.457968
564	2202.447344
565	2200.316473
566	2197.351386
567	2194.321586
568	2194.2185
569	2192.601656
570	2190.77304
571	2187.213358
572	2187.126006
573	2186.992941
574	2186.92039
575	2184.841839
576	2184.377329
577	2182.235877
578	2182.149892
579	2180.470683
580	2179.34532
581	2177.142035
582	2173.762154
583	2171.924791
584	2169.530851
585	2167.951856
586	2166.62413
587	2163.125403
588	2159.724979
589	2159.104855
590	2159.027939
591	2157.399978
592	2155.459698
593	2153.149079
594	2150.653304
595	2150.174285
596	2147.195019
597	2145.08512
598	2145.004728
599	2141.750091
600	2140.25395
601	2138.338659
602	2135.737991
603	2133.82753
604	2131.435791
605	2129.682048
606	2127.65359
607	2125.707591
608	2125.098528
609	2123.48952
610	2121.968615
611	2118.330974
612	2117.116883
613	2114.942705
614	2113.592604
615	2111.021564
616	2109.314414
617	2108.11718
618	2105.382752
619	2103.637414
620	2101.546868
621	2101.435172
622	2099.64401
623	2097.998035
624	2096.928069
625	2096.088683
626	2093.768779
627	2093.025934
628	2092.068116
629	2089.919448
630	2088.086838
631	2085.275574
632	2083.663124
633	2081.81655
634	2079.983756
635	2078.144503
636	2076.655451
637	2074.828383
638	2074.125374
639	2072.426186
640	2072.363544
641	2072.29577
642	2072.23158
643	2071.543981
644	2070.386705
645	2068.980182
646	2068.409271
647	2066.856952
648	2065.799825
649	2065.737623
650	2065.198476
651	2062.837862
652	2061.00624
653	2059.637891
654	2057.892141
655	2056.19771
656	2054.40375
657	2052.303356
658	2051.655618
659	2049.557577
660	2048.113395
661	2046.910524
662	2045.810835
663	2044.799338
664	2043.085566
665	2039.205352
666	2037.452696
667	2035.143068
668	2032.348348
669	2030.457427
670	2028.400416
671	2025.925658
672	2024.73681
673	2022.557331
674	2021.714563
675	2021.211451
676	2019.382508
677	2017.449703
678	2015.92419
679	2013.777428
680	2012.49075
681	2010.703149
682	2010.109139
683	2007.773777
684	2006.285395
685	2004.289
686	2002.316564
687	1999.7822
688	1999.279123
689	1997.739426
690	1995.934703
691	1993.881867
692	1992.051609
693	1989.657982
694	1988.555132
695	1986.515265
696	1983.982916
697	1982.978036
698	1981.025051
699	1980.070207
700	1978.438748
701	1976.988977
702	1975.681938
703	1974.195953
704	1973.288941
705	1970.034896
706	1968.353627
707	1967.780896
708	1964.962543
709	1962.383234
710	1960.960154
711	1959.671086
712	1958.56871
713	1956.284971
714	1955.007058
715	1952.680838
716	1951.369651
717	1949.756946
718	1947.919118
719	1946.146838
720	1943.3923
721	1941.580144
722	1940.54334
723	1939.213684
724	1937.497685
725	1935.997718
726	1934.521935
727	1932.507317
728	1931.014326
729	1929.312613
730	1928.816396
731	1926.860572
732	1925.643484
733	1924.01791
734	1922.844177
735	1922.065458
736	1920.161285
737	1920.103583
738	1918.751668
739	1917.650247
740	1916.864223
741	1915.400483
742	1914.873668
743	1914.034665
744	1913.980648
745	1913.451605
746	1912.172649
747	1910.252046
748	1909.798185
749	1909.299514
750	1907.632904
751	1907.152747
752	1905.389775
753	1904.54109
754	1903.59555
755	1902.485941
756	1901.619581
757	1899.478421
758	1897.301494
759	1896.069516
760	1895.796774
761	1894.126781
762	1893.383117
763	1892.32774
764	1891.552472
765	1889.719205
766	1888.362487
767	1888.311931
768	1887.229639
769	1887.176849
770	1885.873451
771	1882.794628
772	1880.57897
773	1879.41589
774	1877.839814
775	1877.536596
776	1876.109135
777	1875.152128
778	1873.278369
779	1872.24564
780	1869.819766
781	1868.046172
782	1866.216196
783	1864.903316
784	1863.603997
785	1861.990228
786	1860.610944
787	1860.208112
788	1858.654802
789	1856.89858
790	1854.997503
791	1853.962768
792	1852.40645
793	1850.789476
794	1850.730965
795	1849.217844
796	1848.782994
797	1847.500133
798	1846.257084
799	1845.465981
800	1844.630191
801	1841.65046
802	1840.60587
803	1838.959849
804	1837.228675
805	1835.250874
806	1834.86138
807	1834.806728
808	1833.216242
809	1831.485202
810	1829.883768
811	1827.795772
812	1826.244511
813	1824.960794
814	1823.78431
815	1821.689396
816	1819.211536
817	1818.380053
818	1817.327516
819	1816.048329
820	1815.048203
821	1814.000232
822	1812.353156
823	1810.538538
824	1810.472094
825	1809.31623
826	1807.0684
827	1806.635512
828	1805.400315
829	1804.086248
830	1803.991381
831	1802.973245
832	1801.632578
833	1798.760395
834	1797.640605
835	1796.173777
836	1795.193411
837	1794.097413
838	1792.529871
839	1790.562643
840	1788.733741
841	1787.529223
842	1785.669328
843	1784.726257
844	1783.171909
845	1781.491673
846	1780.677304
847	1778.767922
848	1778.227219
849	1776.606988
850	1774.622784
851	1771.966131
852	1770.424119
853	1768.99982
854	1767.505795
855	1766.031049
856	1764.534429
857	1763.045004
858	1761.852186
859	1759.344526
860	1757.879497
861	1756.709553
862	1754.531301
863	1751.999059
864	1750.377251
865	1750.319511
866	1748.951679
867	1748.481607
868	1747.570655
869	1747.516416
870	1747.475135
871	1746.259885
872	1744.518337
873	1744.267017
874	1742.537421
875	1740.850907
876	1740.121607
877	1738.465499
878	1737.103087
879	1736.328977
880	1735.153472
881	1733.671476
882	1733.132002
883	1730.285886
884	1729.307066
885	1729.259792
886	1727.829737
887	1726.779766
888	1725.209627
889	1723.980969
890	1723.582972
891	1722.705967
892	1720.989267
893	1719.651182
894	1717.531736
895	1715.745113
896	1714.384576
897	1713.251079
898	1711.961082
899	1710.701497
900	1709.979188
901	1708.90176
902	1708.865917
903	1708.132195
904	1707.866942
905	1707.372587
906	1705.686398
907	1705.651734
908	1703.981614
909	1702.558879
910	1701.110298
911	1700.180971
912	1698.566113
913	1698.504718
914	1698.454523
915	1696.721244
916	1694.907267
917	1692.976582
918	1692.938375
919	1691.663811
920	1689.817015
921	1688.984257
922	1687.512571
923	1686.971798
924	1685.162962
925	1683.629183
926	1683.58918
927	1682.511813
928	1681.014671
929	1680.196434
930	1678.568824
931	1677.58801
932	1676.522258
933	1676.452672
934	1675.568791
935	1674.927683
936	1673.309789
937	1671.964803
938	1670.723165
939	1669.288582
940	1668.266876
941	1667.066568
942	1666.23384
943	1666.133154
944	1664.056315
945	1662.968009
946	1661.598759
947	1660.915083
948	1659.418137
949	1657.473905
950	1656.582057
951	1655.93573
952	1654.745894
953	1652.684536
954	1651.293727
955	1650.322288
956	1648.724763
957	1646.989456
958	1645.788253
959	1644.29455
960	1642.439168
961	1641.821651
962	1640.674668
963	1638.710679
964	1638.677522
965	1637.260103
966	1636.339091
967	1635.207965
968	1633.979314
969	1632.67756
970	1631.331879
971	1629.959222
972	1628.844254
973	1627.45098
974	1626.102832
975	1624.475922
976	1623.565274
977	1622.535979
978	1620.457728
979	1618.675274
980	1617.541174
981	1614.704031
982	1613.430317
983	1612.808096
984	1611.51155
985	1610.647312
986	1610.582927
987	1609.264197
988	1608.197192
989	1606.791574
990	1605.402354
991	1603.640084
992	1601.897383
993	1601.052785
994	1599.703198
995	1599.592878
996	1597.523761
997	1595.464023
998	1594.477111
999	1593.250752
